title,city_name,salon,nb_rooms,nb_baths,surface_area,price_n,Ascenseur,Balcon,Chauffage,Climatisation,Concierge,Cuisine Équipée,Duplex,Meublé,Parking,Sécurité,Terrasse,city_grouped_Autres,city_grouped_Bouskoura,city_grouped_Casablanca,city_grouped_El Jadida,city_grouped_Fès,city_grouped_Kénitra,city_grouped_Marrakech,city_grouped_Martil,city_grouped_Meknès,city_grouped_Mohammedia,city_grouped_Rabat,city_grouped_Saidia,city_grouped_Salé,city_grouped_Tanger,city_grouped_Temara,nb_total_pieces
Appartement à vendre 75 m² à Mehdia,Mehdia,1.0,2.0,2.0,75.0,890000.0,1,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0
Appartement à vendre 98 m² à Mehdia,Mehdia,1.0,2.0,2.0,98.0,890000.0,1,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0
Appartement à vendre 124 m²,Casablanca,2.0,2.0,2.0,124.0,890000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4.0
apparemment à vendre,El Jadida,2.0,2.0,2.0,70.0,890000.0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4.0
appt à vendre,Mohammédia,2.0,2.0,2.0,111.0,890000.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0
Appartement à vendre Agdal,Rabat,3.0,4.0,2.0,100.0,2000000.0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7.0
APPARTEMENT A LOUÉ SUR HAY RIAD PRESTIGIA,Rabat,1.0,3.0,2.0,130.0,15000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4.0
Appartement à vendre 86 m² à Mehdia,Mehdia,1.0,2.0,2.0,86.0,890000.0,1,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0
Appartement à vendre 41 m² à Mehdia,Mehdia,1.0,2.0,2.0,41.0,890000.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0
Appartement 65 m² à Kénitra,Kénitra,1.0,2.0,1.0,65.0,580000.0,1,1,0,0,1,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3.0
Appartement 100 m2 sur Bd Al qods,Casablanca,2.0,2.0,1.0,100.0,920000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4.0
Appartement à vendre 75 m² à Temara,Temara,1.0,2.0,1.0,75.0,720000.0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.0
Appartement à vendre 87 m² à Marrakech,Marrakech,1.0,2.0,2.0,87.0,1350000.0,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3.0
Voila une appartement a vendre,Oujda,1.0,2.0,2.0,90.0,890000.0,0,0,1,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0
appartement à vendre,Agadir,1.0,2.0,1.0,68.0,560000.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0
appartement,Agadir,1.0,3.0,2.0,114.0,1368000.0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0
Appartement à vendre à Salé,Salé,1.0,2.0,2.0,81.0,820000.0,1,1,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3.0
Appartement à vendre 118 m² à Salé,Rabat,2.0,3.0,2.0,118.0,1225000.0,1,1,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5.0
appartement a vendre,Mohammedia,2.0,2.0,2.0,126.0,890000.0,1,1,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4.0
appartement à vendre,Agadir,2.0,2.0,2.0,87.0,890000.0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0
Appat haut St. 80 m2 résid. Fermée oulfa,Casablanca,1.0,3.0,1.0,80.0,980000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4.0
Appartement titré proche de la plage à Martil.,Martil,1.0,2.0,1.0,70.0,510000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3.0
Appartement à vendre 76 m² à Mehdia,Mehdia,1.0,2.0,2.0,76.0,890000.0,1,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0
Appartement à vendre 96 m² à Oued Laou,Oued Laou,1.0,2.0,2.0,96.0,890000.0,1,1,1,1,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0
Appartement à vendre 105m² à Lilac Garden,Cabo Negro,1.0,2.0,2.0,105.0,890000.0,1,0,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0
Appartement vente Zoubair 69 m2,Casablanca,1.0,2.0,1.0,69.0,580000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.0
lux appartement à Bourgogne,Casablanca,2.0,3.0,2.0,116.0,1300000.0,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5.0
APPARTEMENT VUE MER 80 m² à TAMRAGHT,Agadir,1.0,2.0,1.0,80.0,2100000.0,1,0,0,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0
Appartement meublé 101 m² vue dégagée Eden Park,Mohammedia,2.0,2.0,3.0,101.0,1300000.0,1,1,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4.0
Appartement 3 chambres 84 m² à Sidi Maarouf,Casablanca,1.0,3.0,2.0,84.0,875000.0,1,1,0,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4.0
Appartement 84 m² au complexe jardin du cabo,Cabo Negro,1.0,2.0,1.0,84.0,1350000.0,0,1,0,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0
Appartement de standing à vendre à Martil,Martil,2.0,2.0,2.0,70.0,890000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4.0
appartement à vendre,Agadir,1.0,2.0,1.0,68.0,890000.0,0,0,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0
appartement du lux,Martil,1.0,2.0,2.0,63.0,540000.0,0,1,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3.0
Appartement de 120 m2 à Saidia vue sur mer,Saidia,2.0,2.0,2.0,120.0,890000.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4.0
Appartement 2CH à DCHEIRA FADISSA,Agadir,1.0,2.0,1.0,64.0,575000.0,0,1,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0
Appartement à vendre 78 m² à Casablanca,Casablanca,1.0,2.0,2.0,78.0,720000.0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.0
appartement à vendre,Dcheira,1.0,2.0,1.0,52.0,490000.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0
Appartement à vendre 85 m² à ola blanca,Sidi Rahal,1.0,2.0,1.0,85.0,1000000.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0
Bel appartement 2Chs 80m2 Maarif Extension,Casablanca,1.0,2.0,2.0,80.0,1150000.0,0,0,1,1,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.0
Appartement avec cour privative de 111 m²,Casablanca,1.0,2.0,1.0,75.0,837000.0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.0
Studio En 5ème Étage En plein gueliz,Marrakech,1.0,1.0,1.0,55.0,1375000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2.0
Spacieux appartement avec balcon,Casablanca,1.0,2.0,2.0,91.0,970000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.0
Appartement à vendre a saidia votre porte seul,Saidia,1.0,2.0,2.0,85.0,890000.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3.0
Appart 112m Finition Moderne Résidence Sécurisé,Casablanca,1.0,2.0,2.0,112.0,1450000.0,1,1,1,1,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.0
Appartement et studios disponible,Casablanca,1.0,2.0,2.0,71.0,890000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.0
Appartement à vendre 81 m² à Casablanca,Casablanca,2.0,2.0,1.0,81.0,620000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4.0
Appartement à vendre 130 m² à Marrakech,Marrakech,1.0,3.0,2.0,130.0,740000.0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4.0
Appartement à vendre à Tanger,Tanger,1.0,2.0,2.0,88.0,890000.0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.0
Appart. 2 faces 116 m2 résid.fermée à coté Bd qods,Casablanca,1.0,3.0,2.0,116.0,1100000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4.0
Appartement à vendre 119 m² à Casablanca,Casablanca,2.0,3.0,3.0,119.0,1720000.0,1,1,1,1,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5.0
Appartement 2 chambres 85m2,Kénitra,1.0,2.0,2.0,92.0,640000.0,1,0,1,1,1,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3.0
Apt Ensoleillé familial Propre 4ème Étg Riad Oulfa,Casablanca,1.0,2.0,1.0,56.0,265000.0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.0
Appartement prêt BIM makhlouf deroua,Deroua,1.0,2.0,2.0,74.0,890000.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0
Appartement 84m2 entre Mc Donald et Marjane,Marrakech,1.0,2.0,1.0,84.0,840000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3.0
Appartement a vendr à 3 minute de la plage,Saidia,1.0,2.0,2.0,80.0,890000.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3.0
Appartement à vendre 59 m² à Casablanca,Casablanca,1.0,2.0,1.0,59.0,460000.0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.0
Appartement à vendre 138 m² à Salé,Salé,2.0,4.0,2.0,138.0,1445000.0,1,1,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6.0
Appartement à vendre 68 m² à Mehdia,Mehdia,1.0,2.0,2.0,68.0,890000.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0
"Appartement 3 chambres, 84 m² à Sidi Maarouf",Casablanca,1.0,3.0,2.0,84.0,833000.0,1,1,0,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4.0
appartement ryad tetouan 128 m en vente,Tanger,1.0,2.0,2.0,128.0,1590000.0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.0
Appartement à vendre 100 m² à Temara,Temara,0.0,4.0,2.0,100.0,1300000.0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.0
Appartement 105 m² à 2 Mars 2FASAD,Casablanca,2.0,3.0,2.0,105.0,1500000.0,1,1,1,1,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5.0
Appart à vendre H S à Bachkou Casablanca,Casablanca,1.0,3.0,2.0,110.0,1500000.0,1,1,0,1,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4.0
Appartement nuef 149 m² à rue roma due mars,Casablanca,2.0,3.0,2.0,149.0,1850000.0,1,1,1,1,1,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5.0
Appartement à vendre 72 m² à Casablanca,Casablanca,1.0,2.0,0.0,72.0,828000.0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.0
Luxe Appart 111m 2façade Assenceur et Parking,Casablanca,2.0,2.0,2.0,111.0,1370000.0,1,1,1,1,1,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4.0
Bel appartement de 80m2 sur El Wifak Temara,Temara,1.0,2.0,1.0,80.0,720000.0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.0
Asilah marina golf appartement,Asilah,1.0,2.0,2.0,81.0,870000.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0
Appartement a vendre Asilah Marina golf,Asilah,1.0,1.0,1.0,52.0,640000.0,1,1,0,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0
Appartement à vendre 90 m² à Bouskoura,Bouskoura,1.0,2.0,2.0,90.0,799000.0,1,1,1,1,1,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0
Appartement 70 m² à Marrakech,Marrakech,1.0,2.0,2.0,70.0,740000.0,1,0,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3.0
Appartement à vendre 78 m² à Mehdia,Mehdia,1.0,2.0,2.0,78.0,890000.0,1,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0
Appartement à vendre avec garage,Casablanca,2.0,2.0,2.0,100.0,890000.0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4.0
Appartement de rêve à vendre à Ain Atiq.,Temara,1.0,3.0,2.0,105.0,8200.0,1,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.0
Appartement à vendre 93 m² à Temara,Temara,1.0,2.0,2.0,93.0,950000.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.0
Appartement à vendre 65 m² à Kénitra,Kénitra,1.0,2.0,1.0,65.0,560000.0,1,1,0,0,1,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3.0
Appartement à vendre 98 m² à Temara,Temara,2.0,2.0,2.0,98.0,750000.0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.0
Opportunité Appartement 96 m² plein Bernoussi,Casablanca,2.0,3.0,2.0,96.0,900000.0,0,1,0,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5.0
appartement a vendre,Mohammedia,1.0,2.0,1.0,52.0,520000.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3.0
Apt 3chambre Haut Standing Ensoleillé,Casablanca,1.0,3.0,2.0,105.0,1450000.0,1,0,1,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4.0
Joli appart de 126m2 sur Résidence El Menzeh Rabat,Rabat,1.0,3.0,1.0,126.0,1730000.0,0,1,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4.0
Appartement à vendre 80 m² à Mehdia,Mehdia,1.0,2.0,2.0,80.0,890000.0,1,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0
Appartement à vendre 117 m² à Salé,Salé,1.0,3.0,2.0,117.0,1220000.0,1,1,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4.0
Appartement à vendre 72 m² à Mehdia,Mehdia,1.0,2.0,2.0,72.0,890000.0,1,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0
Appartement à vendre 65 m² à Oulfa AZOUBIR,Casablanca,2.0,2.0,1.0,65.0,480000.0,0,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4.0
Appartement de standing a vendre escalier privatif,El Jadida,1.0,3.0,2.0,110.0,920000.0,0,0,0,0,1,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4.0
Appartement à vendre au quartier CIL à Casablanca,Casablanca,2.0,2.0,2.0,81.0,1280000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4.0
duplex de 172 m2 en vente prix compétitif,Kénitra,2.0,3.0,2.0,172.0,1300000.0,1,1,0,1,1,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5.0
Appartement à vendre 74 m² à MAZOLA HAY HASSANI,Casablanca,2.0,2.0,1.0,74.0,680000.0,0,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4.0
Appartement 90 m² mhamid 7 1etage,Marrakech,2.0,3.0,1.0,90.0,630000.0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5.0
Appartement à vendre 84 m² à Casablanca,Casablanca,1.0,3.0,2.0,84.0,845000.0,1,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4.0
appartement 126m² à vendre sur Nouaceur,Nouaceur,2.0,3.0,2.0,126.0,7000.0,1,1,0,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0
شقق للبيع 54 m² في الدار البيضاء,Casablanca,1.0,2.0,2.0,54.0,890000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.0
appartement refaite à neuf,Casablanca,1.0,2.0,1.0,58.0,275000.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.0
STUDIOS ET APPARTEMENTS UNE CHAMBRE ET SALON,Rabat,1.0,2.0,2.0,50.0,890000.0,1,1,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3.0
APPAREMMENT 118M CORNICHE A VENDRE,Mohammedia,1.0,2.0,2.0,118.0,890000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3.0
Appartement sans vis à vis à côté clinique Razi,Fès,3.0,3.0,2.0,120.0,840000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6.0
Appartement à vendre 78 m² à Casablanca,Casablanca,1.0,2.0,2.0,78.0,720000.0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.0
Appartement à vendre 114m² à Salé,Rabat,1.0,3.0,2.0,114.0,1185000.0,1,1,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4.0
spacieux appartement à belvédère,Casablanca,2.0,3.0,2.0,121.0,1260000.0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5.0
Appartement à vendre 97 m² à Casablanca,Casablanca,1.0,3.0,1.0,97.0,1250000.0,1,1,0,0,1,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4.0
Appartement à vendre 96 m² à Casablanca,Casablanca,2.0,3.0,2.0,96.0,899999.0,0,1,0,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5.0
Appartement Moderne à Vendre Emplacement de Choix,Casablanca,1.0,3.0,1.0,82.0,820000.0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4.0
Appartement Neuf 3 CH 109 m² à Ain sebaa,Casablanca,1.0,3.0,3.0,109.0,1110000.0,1,1,1,1,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4.0
lux appartement à 2 mars,Casablanca,2.0,3.0,3.0,150.0,1950000.0,1,0,1,1,1,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5.0
joli appartement ensoleillée,Casablanca,1.0,2.0,2.0,90.0,820000.0,0,1,1,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.0
Appartement à vendre 142 m² à Salé,Salé,2.0,4.0,2.0,142.0,1475000.0,1,1,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6.0
nouveaux appartements a vendre projet HORIZON,Tanger,1.0,2.0,2.0,64.0,890000.0,1,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.0
Appartement à vendre 8000dh/m² hay saada à Fès,Fès,1.0,3.0,2.0,107.0,8000.0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4.0
Appt à vendre,Casablanca,2.0,3.0,2.0,125.0,1360000.0,1,1,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5.0
Appartement à vendre 95 m² à Casablanca,Casablanca,1.0,3.0,1.0,95.0,690000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4.0
Bel Appartement 2Chs 94m2 a Bourgogne,Casablanca,1.0,2.0,1.0,95.0,1150000.0,1,1,1,1,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.0
Apt Spacieux/Ensoleillé/Sécurisé/Mosquée Hdj Fateh,Casablanca,2.0,2.0,2.0,102.0,950000.0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4.0
Appartement à vendre 80 m² à Casablanca,Casablanca,1.0,3.0,2.0,80.0,820000.0,1,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4.0
ATTIRANT APPT 1E MEUBLÉ,Casablanca,1.0,2.0,1.0,50.0,472000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.0
شقق للبيع في الدار البيضاء,Casablanca,1.0,2.0,1.0,76.0,760000.0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.0
Appartement à vendre 3eme Étage,El Jadida,1.0,2.0,2.0,102.0,650000.0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.0
Appartement à vendre 78 m² à Casablanca,Casablanca,1.0,2.0,2.0,78.0,880000.0,1,0,1,1,1,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.0
chic appartement belvédère,Casablanca,1.0,2.0,2.0,80.0,920000.0,1,1,0,1,1,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.0
Appartement à vendre 122 m² à Kénitra,Kénitra,2.0,3.0,2.0,122.0,920000.0,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5.0
Appartement 74m Neuf A Maarif Ex,Casablanca,1.0,2.0,2.0,74.0,1100000.0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.0
Appartement à vendre 38 m² à Casablanca,Casablanca,1.0,1.0,1.0,38.0,840000.0,1,1,1,1,1,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2.0
Appartement à vendre 109 m² à Ainsebaa,Casablanca,2.0,3.0,2.0,109.0,1240000.0,1,1,1,1,1,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5.0
شقة 6 دقائق للبحر للبيع بالسعيدية,Saidia,0.0,2.0,2.0,60.0,890000.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2.0
Appartement à vendre 140 m² à Temara,Temara,2.0,3.0,2.0,140.0,1200000.0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5.0
Appartement à vendre 84 m² à Temara,Temara,1.0,2.0,2.0,84.0,890000.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.0
Appartement à vendre 61 m² à Cabo Negro,Cabo Negro,1.0,2.0,2.0,61.0,890000.0,0,0,0,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0
Appartement à vendre 50 m² à Marrakech,Marrakech,1.0,2.0,2.0,36.0,875000.0,1,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3.0
Appartement vendre 110 m² OULAD TALB HAY CHRIFA,Casablanca,2.0,2.0,1.0,110.0,1150000.0,0,1,1,1,1,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4.0
Appartement vendu meublé avec une terrasse,Marrakech,1.0,2.0,1.0,92.0,1300000.0,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3.0
Appartement à vendre 79 m² à Casablanca,Casablanca,1.0,2.0,2.0,79.0,890000.0,1,1,1,1,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.0
Appartement 69 m² à sidi maarouf,Casablanca,1.0,3.0,2.0,69.0,750000.0,1,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4.0
Appartement titrée 135 m² à lazaret mserdi Oujda,Oujda,1.0,3.0,2.0,135.0,510000.0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0
